name,salary_from,salary_to,salary_currency,area_name,published_at
Фрезеровщик (Ярославская область),95000.0,100000.0,RUR,Любим,2022-12-16T13:19:08+0300
Системный аналитик (Senior),,,,Москва,2022-12-16T15:51:40+0300
Бизнес-аналитик SAP,,,,Москва,2022-12-16T14:06:27+0300
Специалист по сопровождению проектов (метро Мякинино),,100000.0,RUR,Москва,2022-12-16T13:50:22+0300
Системный администратор в розницу,100000.0,,RUR,Москва,2022-12-16T13:16:12+0300
Фрезеровщик (Ярославская область),95000.0,100000.0,RUR,Заволжск,2022-12-16T13:19:08+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Ветлуга,2022-12-16T14:46:40+0300
Графический дизайнер,,,,Москва,2022-12-16T15:40:30+0300
Специалист технической поддержки (helpdesk),45200.0,,RUR,Москва,2022-12-16T14:12:44+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Вичуга,2022-12-16T14:46:40+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Родники,2022-12-16T14:46:40+0300
Инженер наладчик по лифтам,,,,Москва,2022-12-16T14:37:43+0300
Руководитель IT проектов,120000.0,,RUR,Ростов-на-Дону,2022-12-16T13:21:42+0300
Оператор станков с ПУ 4-5 разряда,50000.0,100000.0,RUR,Пермь,2022-12-16T13:10:26+0300
Аналитик бизнес-процессов,,68000.0,RUR,Воронеж,2022-12-16T14:15:10+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Приволжск,2022-12-16T14:46:40+0300
Фрезеровщик (Ярославская область),95000.0,100000.0,RUR,Южа,2022-12-16T13:19:08+0300
Фрезеровщик (Ярославская область),95000.0,100000.0,RUR,Комсомольск (Ивановская область),2022-12-16T13:19:08+0300
IOS developer (Ключ),,,,Москва,2022-12-16T13:11:26+0300
Инженер слаботочных систем безопасности,92000.0,,RUR,Мытищи,2022-12-16T14:12:53+0300
Координатор портфеля IT проектов,,,,Москва,2022-12-16T15:22:36+0300
Токарь-универсал,105000.0,130000.0,RUR,Нижняя Салда,2022-12-16T14:59:22+0300
Менеджер по развитию качества сервиса,,,,Ярославль,2022-12-16T13:17:23+0300
Программист SQL,,,,Екатеринбург,2022-12-16T14:03:35+0300
Разработчик мобильного приложения Android Middle ++,,,,Ташкент,2022-12-16T15:03:46+0300
Стажер - Ручное тестирование (ViPNet OSSL),,20000.0,RUR,Томск,2022-12-16T15:15:16+0300
Фрезеровщик (Ярославская область),95000.0,100000.0,RUR,Наволоки,2022-12-16T13:19:08+0300
Руководитель ИТ службы завода,,,,Липецк,2022-12-16T14:22:03+0300
C++ Developer (С++ разработчик),,,,Санкт-Петербург,2022-12-16T14:01:41+0300
Руководитель EP проекта реконструкции аммиака,,,,Нижний Новгород,2022-12-16T14:08:23+0300
Сервисный инженер,60000.0,,RUR,Самара,2022-12-16T15:21:42+0300
Ведущий инженер-программист,35000.0,,RUR,Сельцо,2022-12-16T13:16:05+0300
Системный администратор,,,,Екатеринбург,2022-12-16T14:56:07+0300
Токарь-универсал,105000.0,130000.0,RUR,Копейск,2022-12-16T14:59:23+0300
Оператор-наладчик металлообрабатывающих станков с ЧПУ,45000.0,80000.0,RUR,Богородск,2022-12-16T15:21:24+0300
Lead PHP разработчик,,,,Москва,2022-12-16T14:22:20+0300
PHP-разработчик (удаленная работа не рассматривается),55000.0,,RUR,Челябинск,2022-12-16T15:29:28+0300
Программист,120000.0,,RUR,Нижний Новгород,2022-12-16T15:05:36+0300
Инженер технической поддержки (Поддержка АРМ),50000.0,,RUR,Кемерово,2022-12-16T13:24:55+0300
Руководитель ситуационного центра,,,,Москва,2022-12-16T13:49:40+0300
Web-мастер,125000.0,135000.0,RUR,Москва,2022-12-16T15:12:00+0300
Оператор станков с ЧПУ,40000.0,44000.0,RUR,Челябинск,2022-12-16T13:41:12+0300
Программист 1C,500000.0,800000.0,KZT,Астана,2022-12-16T14:07:41+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Фурманов,2022-12-16T14:46:40+0300
Фрезеровщик,90000.0,,RUR,Уфа,2022-12-16T14:53:39+0300
Ведущий разработчик .net,,,,Москва,2022-12-16T14:30:17+0300
Шлифовщик,96000.0,102000.0,RUR,Волгоград,2022-12-16T15:04:38+0300
Токарь-универсал,105000.0,130000.0,RUR,Североуральск,2022-12-16T14:59:23+0300
Project-manager,100000.0,,RUR,Москва,2022-12-16T14:21:57+0300
Специалист технической поддержки,50000.0,65000.0,RUR,Москва,2022-12-16T14:19:32+0300
Шлифовщик,96000.0,102000.0,RUR,Ростов-на-Дону,2022-12-16T15:04:38+0300
Менеджер по сервису,,,,Москва,2022-12-16T15:23:13+0300
Senior PHP-разработчик,,,,Москва,2022-12-16T14:23:56+0300
Инженер-программист,35000.0,55000.0,RUR,Чебоксары,2022-12-16T15:15:46+0300
Менеджер проектных продаж,25000.0,80000.0,RUR,Казань,2022-12-16T14:37:43+0300
Регулировщик РЭАиП,40000.0,60000.0,RUR,Ижевск,2022-12-16T13:31:04+0300
Product-manager,,,,Москва,2022-12-16T15:54:56+0300
Управляющий менеджер (Центр развития цифровой платформы),,,,Москва,2022-12-16T13:49:08+0300
Product owner Пушкинская карта,,,,Москва,2022-12-16T14:10:54+0300
3D Аниматор / 3D Generalist / Motion Designer,80000.0,150000.0,RUR,Москва,2022-12-16T15:11:09+0300
Главный/ведущий инженер по эксплуатации локальных сетей,,,,Москва,2022-12-16T14:23:22+0300
Токарь-универсал,105000.0,130000.0,RUR,Верхняя Тура,2022-12-16T14:59:22+0300
Дизайнер-консультант,,80000.0,RUR,Москва,2022-12-16T14:54:36+0300
Технический руководитель проекта,,,,Москва,2022-12-16T13:43:46+0300
Шлифовщик,96000.0,102000.0,RUR,Пермь,2022-12-16T15:04:38+0300
Техник,35000.0,57750.0,RUR,Санкт-Петербург,2022-12-16T14:30:46+0300
Механик дорожно-строительной техники,90000.0,,RUR,Санкт-Петербург,2022-12-16T15:40:39+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Тейково,2022-12-16T14:46:40+0300
МАСТЕР ШЕЛКОГРАФИИ (ПЕЧАТНИК),50000.0,70000.0,RUR,Москва,2022-12-16T14:57:17+0300
Аналитик баз данных,,,,Москва,2022-12-16T14:30:12+0300
Project manager (Пушкинская карта),,,,Москва,2022-12-16T14:10:30+0300
Фрезеровщик (Ярославская область),95000.0,100000.0,RUR,Вичуга,2022-12-16T13:19:08+0300
Руководитель EP проекта реконструкции аммиака,,,,Санкт-Петербург,2022-12-16T14:08:23+0300
Токарь,50000.0,,RUR,Уфа,2022-12-16T15:36:18+0300
Специалист первой линии поддержки 1С,,,,Москва,2022-12-16T15:49:42+0300
Фрезеровщик (Ярославская область),95000.0,100000.0,RUR,Тверь,2022-12-16T13:19:08+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Вытегра,2022-12-16T14:46:40+0300
Токарь,,,,Нижний Новгород,2022-12-16T13:38:35+0300
Аналитик данных,,,,Селятино,2022-12-16T14:57:55+0300
Шлифовщик,96000.0,102000.0,RUR,Калуга,2022-12-16T15:04:38+0300
Ведущий программист 1С,,180000.0,RUR,Рязань,2022-12-16T14:25:55+0300
Специалист по технической защите информации/Администратор безопасности объекта информатизации,50000.0,50000.0,RUR,Калининград,2022-12-16T15:21:43+0300
Фрезеровщик (Ярославская область),95000.0,100000.0,RUR,Пошехонье,2022-12-16T13:19:08+0300
Cистемный аналитик / Senior / Lead system analyst (Депозитарий),,,,Москва,2022-12-16T14:30:17+0300
Обработчик поверхностных пороков металла,71000.0,,RUR,Элиста,2022-12-16T13:03:38+0300
Сетевой администратор,70000.0,,RUR,Раменское,2022-12-16T15:06:04+0300
Инженер-программист,,,,Екатеринбург,2022-12-16T14:03:57+0300
Аниматор After Effects (Офис Кипр/Удаленка),,,,Кипр,2022-12-16T15:17:26+0300
Инженер по эксплуатации оборудования,100000.0,100000.0,RUR,Солнечногорск,2022-12-16T13:04:51+0300
Технический писатель,,,,Москва,2022-12-16T14:30:12+0300
Заместитель начальника службы по КИПиА,,,,Воронеж,2022-12-16T13:01:55+0300
Разработчик .NET +(либо) Java+(либо) Python,,,,Екатеринбург,2022-12-16T15:03:43+0300
Бизнес-аналитик (Центр развития цифровой платформы),,,,Москва,2022-12-16T13:35:25+0300
Оператор Наладчик станков С ПУ,134000.0,,RUR,Омск,2022-12-16T15:14:15+0300
Technical Support Engineer,,,,Минск,2022-12-16T15:58:14+0300
Специалист по углубленной аналитике данных (Data scientist),,,,Минск,2022-12-16T14:51:59+0300
Токарь,50000.0,,RUR,Ижевск,2022-12-16T15:34:35+0300
Сервисный инженер по ремонту и обслуживанию почтоматов,30000.0,,RUR,Нижний Новгород,2022-12-16T14:37:37+0300
Токарь-универсал,95000.0,,RUR,Челябинск,2022-12-16T14:53:57+0300
Процессный аналитик,,,,Москва,2022-12-16T15:51:05+0300
